cve_id,published_ts,cvss3_base_score,problemtype_json,repo_url,repo_name
CVE-2008-0252,2008-01-12 02:46:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-22'}]}]",https://github.com/cherrypy/cherrypy,cherrypy/cherrypy
CVE-2024-24156,2024-03-16 06:15:00+00,nan,[{'description': []}],https://github.com/gnuboard/g6,gnuboard/g6
CVE-2024-24156,2024-03-16 06:15:00+00,nan,[{'description': []}],https://github.com/gnuboard/g6,gnuboard/g6
CVE-2024-24156,2024-03-16 06:15:00+00,nan,[{'description': []}],https://github.com/gnuboard/g6,gnuboard/g6
CVE-2024-39097,2024-08-26 15:15:00+00,nan,[{'description': []}],https://github.com/gnuboard/g6,gnuboard/g6
CVE-2010-4534,2011-01-10 20:00:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/django/django,django/django
CVE-2011-1948,2011-06-06 19:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/plone/Plone,plone/Plone
CVE-2011-4076,2019-11-26 04:15:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2011-4124,2021-10-27 01:15:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/kovidgoyal/calibre,kovidgoyal/calibre
CVE-2011-4125,2021-10-27 01:15:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-426'}]}]",https://github.com/kovidgoyal/calibre,kovidgoyal/calibre
CVE-2011-4126,2021-10-27 01:15:00+00,8.1,"[{'description': [{'lang': 'en', 'value': 'CWE-367'}]}]",https://github.com/kovidgoyal/calibre,kovidgoyal/calibre
CVE-2012-2144,2012-06-05 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",https://github.com/openstack/horizon,openstack/horizon
CVE-2012-2238,2019-11-21 14:15:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'CWE-863'}]}]",https://github.com/tryton/trytond,tryton/trytond
CVE-2012-2395,2012-06-16 00:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",https://github.com/cobbler/cobbler,cobbler/cobbler
CVE-2012-4404,2012-09-10 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/moinwiki/moin,moinwiki/moin
CVE-2012-4406,2012-10-22 23:55:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-502'}]}]",https://github.com/openstack/swift,openstack/swift
CVE-2012-4413,2012-09-18 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-4456,2012-10-09 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-4456,2012-10-09 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-4456,2012-10-09 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-4456,2012-10-09 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-4457,2012-10-09 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-4457,2012-10-09 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2013-0208,2013-02-13 16:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-0208,2013-02-13 16:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-0212,2013-02-24 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2013-0212,2013-02-24 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2013-0212,2013-02-24 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2013-1443,2013-09-23 20:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/django/django,django/django
CVE-2013-1838,2013-03-22 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-399'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-1840,2013-03-22 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2013-1888,2013-08-17 06:54:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-59'}]}]",https://github.com/pypa/pip,pypa/pip
CVE-2013-1909,2013-08-23 16:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/apache/qpid-python,apache/qpid-python
CVE-2013-4409,2019-11-04 21:15:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/djblets/djblets,djblets/djblets
CVE-2013-4426,2014-05-19 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-noinfo'}]}]",https://github.com/leonnnn/pyxtrlock,leonnnn/pyxtrlock
CVE-2013-4469,2013-11-02 18:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-399'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-4477,2013-11-02 19:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2013-4497,2013-11-05 20:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-4509,2013-11-23 19:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-255'}]}]",https://github.com/ibus/ibus-anthy,ibus/ibus-anthy
CVE-2013-6858,2013-11-23 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/openstack/horizon,openstack/horizon
CVE-2013-7416,2014-12-03 21:59:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-77'}]}]",https://github.com/themoken/canto-curses,themoken/canto-curses
CVE-2013-7450,2017-04-03 15:59:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/pulp/pulp,pulp/pulp
CVE-2013-7450,2017-04-03 15:59:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/pulp/pulp,pulp/pulp
CVE-2013-7450,2017-04-03 15:59:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/pulp/pulp,pulp/pulp
CVE-2013-7450,2017-04-03 15:59:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/pulp/pulp,pulp/pulp
CVE-2013-7450,2017-04-03 15:59:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/pulp/pulp,pulp/pulp
CVE-2014-0006,2014-01-23 01:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/swift,openstack/swift
CVE-2014-0012,2014-05-19 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/pallets/jinja,pallets/jinja
CVE-2014-0472,2014-04-23 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-94'}]}]",https://github.com/django/django,django/django
CVE-2014-0472,2014-04-23 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-94'}]}]",https://github.com/django/django,django/django
CVE-2014-0472,2014-04-23 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-94'}]}]",https://github.com/django/django,django/django
CVE-2014-0473,2014-04-23 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/django/django,django/django
CVE-2014-0474,2014-04-23 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-399'}]}]",https://github.com/django/django,django/django
CVE-2014-0480,2014-08-26 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/django/django,django/django
CVE-2014-0481,2014-08-26 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-399'}]}]",https://github.com/django/django,django/django
CVE-2014-0482,2014-08-26 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/django/django,django/django
CVE-2014-0483,2014-08-26 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/django/django,django/django
CVE-2014-0483,2014-08-26 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/django/django,django/django
CVE-2014-1402,2014-05-19 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/pallets/jinja,pallets/jinja
CVE-2014-1402,2014-05-19 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/pallets/jinja,pallets/jinja
CVE-2014-1402,2014-05-19 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/pallets/jinja,pallets/jinja
CVE-2014-1418,2014-05-16 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-noinfo'}]}]",https://github.com/django/django,django/django
CVE-2014-1830,2014-10-15 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/psf/requests,psf/requests
CVE-2017-1000246,2017-11-17 04:29:00+00,5.3,"[{'description': [{'lang': 'en', 'value': 'CWE-330'}]}]",https://github.com/IdentityPython/pysaml2,IdentityPython/pysaml2
CVE-2017-1000246,2017-11-17 04:29:00+00,5.3,"[{'description': [{'lang': 'en', 'value': 'CWE-330'}]}]",https://github.com/IdentityPython/pysaml2,IdentityPython/pysaml2
CVE-2006-6302,2006-12-06 19:28:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",https://github.com/fail2ban/fail2ban,fail2ban/fail2ban
CVE-2009-2940,2009-10-22 16:30:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",https://github.com/PyGreSQL/PyGreSQL,PyGreSQL/PyGreSQL
CVE-2009-2959,2009-08-25 17:30:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/buildbot/buildbot,buildbot/buildbot
CVE-2010-2089,2010-05-27 19:30:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-787'}]}]",https://github.com/python/cpython,python/cpython
CVE-2010-2089,2010-05-27 19:30:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-787'}]}]",https://github.com/python/cpython,python/cpython
CVE-2010-2089,2010-05-27 19:30:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-787'}]}]",https://github.com/python/cpython,python/cpython
CVE-2010-2089,2010-05-27 19:30:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-787'}]}]",https://github.com/python/cpython,python/cpython
CVE-2010-4237,2019-10-29 19:15:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/dscho/hg,dscho/hg
CVE-2011-2765,2018-08-20 13:29:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'CWE-59'}]}]",https://github.com/irmen/Pyro3,irmen/Pyro3
CVE-2011-4312,2011-11-24 04:01:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/reviewboard/reviewboard,reviewboard/reviewboard
CVE-2011-4356,2011-12-05 11:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/celery/celery,celery/celery
CVE-2011-4952,2019-11-19 16:15:00+00,8.8,"[{'description': [{'lang': 'en', 'value': 'CWE-352'}]}]",https://github.com/cobbler/cobbler,cobbler/cobbler
CVE-2011-4953,2014-10-27 01:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/cobbler/cobbler,cobbler/cobbler
CVE-2012-0215,2012-07-12 20:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/tryton/trytond,tryton/trytond
CVE-2012-0805,2012-06-05 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-89'}]}]",https://github.com/sqlalchemy/sqlalchemy,sqlalchemy/sqlalchemy
CVE-2012-0845,2012-10-05 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-399'}]}]",https://github.com/python/cpython,python/cpython
CVE-2012-2094,2012-06-05 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/openstack/horizon,openstack/horizon
CVE-2012-2101,2012-06-07 19:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-2101,2012-06-07 19:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-2101,2012-06-07 19:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3360,2012-07-22 16:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-22'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3360,2012-07-22 16:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-22'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3361,2012-07-22 16:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3361,2012-07-22 16:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3366,2012-07-03 16:40:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-78'}]}]",https://github.com/Bcfg2/bcfg2,Bcfg2/bcfg2
CVE-2012-3371,2012-07-17 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3426,2012-07-31 10:45:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-3426,2012-07-31 10:45:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-3426,2012-07-31 10:45:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-3426,2012-07-31 10:45:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-3426,2012-07-31 10:45:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-3426,2012-07-31 10:45:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-3442,2012-07-31 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/django/django,django/django
CVE-2012-3443,2012-07-31 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/django/django,django/django
CVE-2012-3444,2012-07-31 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-119'}]}]",https://github.com/django/django,django/django
CVE-2012-3446,2012-11-04 22:55:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/apache/libcloud,apache/libcloud
CVE-2012-3446,2012-11-04 22:55:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/apache/libcloud,apache/libcloud
CVE-2012-3447,2012-08-20 18:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3447,2012-08-20 18:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-3458,2012-09-15 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-310'}]}]",https://github.com/bbangert/beaker,bbangert/beaker
CVE-2012-3540,2012-09-05 23:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/openstack/horizon,openstack/horizon
CVE-2012-3542,2012-09-05 23:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2012-3542,2012-09-05 23:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2018-16832,2018-09-11 13:29:00+00,6.5,"[{'description': [{'lang': 'en', 'value': 'CWE-352'}]}]",https://github.com/ysrc/xunfeng,ysrc/xunfeng
CVE-2012-4520,2012-11-18 23:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/django/django,django/django
CVE-2012-4520,2012-11-18 23:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/django/django,django/django
CVE-2012-4520,2012-11-18 23:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/django/django,django/django
CVE-2012-4571,2012-11-30 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-310'}]}]",https://github.com/jaraco/keyring,jaraco/keyring
CVE-2012-4573,2012-11-11 13:00:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2012-4573,2012-11-11 13:00:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2012-4573,2012-11-11 13:00:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2012-5625,2012-12-26 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-5625,2012-12-26 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2012-5631,2019-11-25 15:15:00+00,8.8,"[{'description': [{'lang': 'en', 'value': 'CWE-565'}]}]",https://github.com/freeipa/freeipa,freeipa/freeipa
CVE-2012-5642,2012-12-31 11:50:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-noinfo'}]}]",https://github.com/fail2ban/fail2ban,fail2ban/fail2ban
CVE-2012-5642,2012-12-31 11:50:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-noinfo'}]}]",https://github.com/fail2ban/fail2ban,fail2ban/fail2ban
CVE-2013-0270,2013-04-12 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-119'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2013-0270,2013-04-12 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-119'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2013-0282,2013-04-12 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2013-0294,2020-01-28 16:15:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-330'}]}]",https://github.com/pyradius/pyrad,pyradius/pyrad
CVE-2013-0305,2013-05-02 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/django/django,django/django
CVE-2013-0306,2013-05-02 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-189'}]}]",https://github.com/django/django,django/django
CVE-2013-0342,2019-12-09 21:15:00+00,4.3,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/pyradius/pyrad,pyradius/pyrad
CVE-2013-1665,2013-04-03 00:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/django/django,django/django
CVE-2013-1753,2020-03-11 17:15:00+00,7.5,"[{'description': [{'lang': 'en', 'value': 'NVD-CWE-noinfo'}]}]",https://github.com/python/cpython,python/cpython
CVE-2013-1820,2019-11-08 15:15:00+00,5.5,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/redhat-performance/tuned,redhat-performance/tuned
CVE-2013-2161,2013-08-20 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-94'}]}]",https://github.com/openstack/swift,openstack/swift
CVE-2013-2166,2019-12-10 15:15:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-326'}]}]",https://github.com/openstack/python-keystoneclient,openstack/python-keystoneclient
CVE-2013-2167,2019-12-10 15:15:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-345'}]}]",https://github.com/openstack/python-keystoneclient,openstack/python-keystoneclient
CVE-2013-2191,2014-02-08 00:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/python-bugzilla/python-bugzilla,python-bugzilla/python-bugzilla
CVE-2013-2209,2013-07-31 13:20:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/reviewboard/reviewboard,reviewboard/reviewboard
CVE-2013-2255,2019-11-01 19:15:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/openstack/cinder,openstack/cinder
CVE-2013-2256,2013-09-16 19:14:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-2256,2013-09-16 19:14:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-4155,2013-08-20 22:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-119'}]}]",https://github.com/openstack/swift,openstack/swift
CVE-2013-4183,2013-09-16 19:14:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/cinder,openstack/cinder
CVE-2013-5123,2019-11-05 22:15:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-287'}]}]",https://github.com/pypa/pip,pypa/pip
CVE-2013-6044,2013-10-04 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/django/django,django/django
CVE-2013-6044,2013-10-04 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/django/django,django/django
CVE-2013-6044,2013-10-04 17:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/django/django,django/django
CVE-2013-7048,2014-01-23 21:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2013-7061,2014-05-02 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/plone/Products.CMFPlone,plone/Products.CMFPlone
CVE-2013-7110,2014-05-02 01:59:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/transifex/transifex-client,transifex/transifex-client
CVE-2013-7110,2014-05-02 01:59:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/transifex/transifex-client,transifex/transifex-client
CVE-2014-0104,2020-01-02 17:15:00+00,5.9,"[{'description': [{'lang': 'en', 'value': 'CWE-295'}]}]",https://github.com/ClusterLabs/fence-agents,ClusterLabs/fence-agents
CVE-2014-0134,2014-05-08 14:29:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-200'}]}]",https://github.com/openstack/nova,openstack/nova
CVE-2014-0204,2014-11-03 23:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-269'}]}]",https://github.com/openstack/keystone,openstack/keystone
CVE-2014-0593,2018-06-08 17:29:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/openSUSE/obs-service-set_version,openSUSE/obs-service-set_version
CVE-2014-125030,2023-01-01 09:15:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-798'}]}]",https://github.com/taoeffect/empress,taoeffect/empress
CVE-2014-125056,2023-01-07 10:15:00+00,5.3,"[{'description': [{'lang': 'en', 'value': 'CWE-208'}]}]",https://github.com/Pylons/horus,Pylons/horus
CVE-2014-125065,2023-01-07 20:15:00+00,9.8,"[{'description': [{'lang': 'en', 'value': 'CWE-89'}]}]",https://github.com/john5223/bottle-auth,john5223/bottle-auth
CVE-2014-125070,2023-01-08 18:15:00+00,6.1,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/yanheven/console,yanheven/console
CVE-2014-125078,2023-01-15 09:15:00+00,5.4,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/yanheven/console,yanheven/console
CVE-2014-1932,2014-04-17 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-59'}]}]",https://github.com/python-pillow/Pillow,python-pillow/Pillow
CVE-2014-1932,2014-04-17 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-59'}]}]",https://github.com/python-pillow/Pillow,python-pillow/Pillow
CVE-2014-1933,2014-04-17 14:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-264'}]}]",https://github.com/python-pillow/Pillow,python-pillow/Pillow
CVE-2014-1948,2014-02-14 15:55:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-255'}]}]",https://github.com/openstack/glance,openstack/glance
CVE-2014-1938,2019-11-21 15:15:00+00,5.5,"[{'description': [{'lang': 'en', 'value': 'CWE-59'}]}]",https://github.com/alex/rply,alex/rply
CVE-2014-1858,2018-01-08 19:29:00+00,5.5,"[{'description': [{'lang': 'en', 'value': 'CWE-20'}]}]",https://github.com/numpy/numpy,numpy/numpy
CVE-2014-1859,2018-01-08 19:29:00+00,5.5,"[{'description': [{'lang': 'en', 'value': 'CWE-59'}]}]",https://github.com/numpy/numpy,numpy/numpy
CVE-2014-2235,2014-03-05 16:37:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/ASKBOT/askbot-devel,ASKBOT/askbot-devel
CVE-2014-2236,2014-03-05 16:37:00+00,nan,"[{'description': [{'lang': 'en', 'value': 'CWE-79'}]}]",https://github.com/ASKBOT/askbot-devel,ASKBOT/askbot-devel
